Ticket Id,Student or WP,Program Name,Status (Ticket),Created Time (Ticket),Ticket Closed Time,First Response Time,Project Phase,resolution_time_hours,resolution_zscore,is_outlier_iqr,resolution_time_capped,is_outlier
6637.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:09:00,2021-05-18 22:08:00,18-05-2021 22:08,trial phase,57.983333333333334,1.5089236481070651,False,57.983333333333334,False
6638.0,Working Professionals,Backend Program,Closed,2021-05-16 12:09:00,2021-05-17 11:55:00,17-05-2021 07:56,backend-phase2,23.766666666666666,0.11321089205514383,False,23.766666666666666,False
6647.0,Working Professionals,Backend Program,Closed,2021-05-16 12:10:00,2021-05-17 11:57:00,17-05-2021 11:57,trial phase,23.783333333333335,0.11389073265721501,False,23.783333333333335,False
6644.0,Student,Fullstack Program,Closed,2021-05-16 12:10:00,2021-05-16 19:24:00,16-05-2021 12:28,fullstack-phase-2,7.233333333333333,0.5611909851993645,False,7.233333333333333,False
6652.0,Working Professionals,Backend Program,Closed,2021-05-16 12:11:00,2021-05-16 21:25:00,16-05-2021 12:11,backend-phase2,9.233333333333333,0.4796101129508354,False,9.233333333333333,False
6653.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:11:00,2021-05-16 21:42:00,16-05-2021 12:11,system-issues,9.516666666666667,0.468052822715627,False,9.516666666666667,False
6656.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:11:00,2021-05-16 21:42:00,16-05-2021 17:03,fullstack-phase-2,9.516666666666667,0.468052822715627,False,9.516666666666667,False
6661.0,Working Professionals,Fullstack Program,Duplicate,2021-05-16 12:11:00,2021-05-16 14:18:00,16-05-2021 14:18,fullstack-phase-1,2.1166666666666667,0.7699020500351852,False,2.1166666666666667,False
6643.0,Working Professionals,Backend Program,Closed,2021-05-16 12:10:00,2021-05-17 11:57:00,16-05-2021 12:11,backend-phase1,23.783333333333335,0.11389073265721501,False,23.783333333333335,False
6648.0,Working Professionals,Fullstack Program,Duplicate,2021-05-16 12:10:00,2021-05-16 12:25:00,,fullstack-phase-1,0.25,0.8460441974671459,False,0.25,False
6660.0,Working Professionals,Fullstack Program,Duplicate,2021-05-16 12:11:00,2021-05-16 14:18:00,,fullstack-phase-1,2.1166666666666667,0.7699020500351852,False,2.1166666666666667,False
6664.0,Working Professionals,Fullstack Program,Closed,2021-05-16 12:13:00,2021-05-16 21:40:00,16-05-2021 12:20,fullstack-phase-2,9.45,0.4707721851239114,False,9.45,False
6682.0,Working Professionals,Fullstack Program,Closed,2021-05-16 14:58:00,2021-05-18 19:13:00,16-05-2021 15:02,fullstack-phase-2,52.25,1.2750584809946146,False,52.25,False
6645.0,Working Professionals,Backend Program,Closed,2021-05-16 12:10:00,2021-05-18 21:22:00,16-05-2021 12:10,trial phase,57.2,1.4769711398097245,False,57.2,False
6662.0,Working Professionals,Backend Program,Closed,2021-05-16 12:11:00,2021-05-16 21:41:00,16-05-2021 17:02,system-issues,9.5,0.4687326633176981,False,9.5,False
6665.0,Student,Fullstack Program,Closed,2021-05-16 12:24:00,2021-05-16 21:40:00,16-05-2021 19:24,fullstack-phase-1,9.266666666666667,0.4782504317466931,False,9.266666666666667,False
6667.0,Working Professionals,Backend Program,Closed,2021-05-16 12:56:00,2021-05-16 21:25:00,16-05-2021 13:07,backend-phase-3,8.483333333333333,0.5102029400440339,False,8.483333333333333,False
6670.0,Working Professionals,Backend Program,Closed,2021-05-16 13:32:00,2021-05-17 22:35:00,16-05-2021 14:02,backend-phase1,33.05,0.49188210740873367,False,33.05,False
6672.0,Working Professionals,Fullstack Program,Closed,2021-05-16 13:41:00,2021-05-17 12:01:00,16-05-2021 18:53,fullstack-phase-2,22.333333333333332,0.05474460027703119,False,22.333333333333332,False
