Ticket Id,Student or WP,Program Name,Status (Ticket),Created Time (Ticket),Ticket Closed Time,First Response Time,Project Phase,day_of_week,hour,day_number,week_num,month,days_since_last_ticket
6785.0,Working Professionals,Fellowship Program,Duplicate,2021-05-17 11:39:00,18-05-2021 11:33,18-05-2021 18:19,fellowship-phase-1,Monday,11.0,17.0,20,5.0,1905.0
6787.0,Student,Fullstack Program,Closed,2021-05-17 11:46:00,18-05-2021 11:34,18-05-2021 18:20,fullstack-phase-1,Monday,11.0,17.0,20,5.0,1905.0
6771.0,Student,Fullstack Program,Closed,2021-05-17 09:24:00,18-05-2021 19:08,18-05-2021 18:20,fullstack-phase-3,Monday,9.0,17.0,20,5.0,1906.0
6774.0,Working Professionals,Fellowship Program,Resolved,2021-05-17 10:23:00,18-05-2021 22:00,17-05-2021 11:19,system-issues,Monday,10.0,17.0,20,5.0,1906.0
6776.0,Working Professionals,Backend Program,Closed,2021-05-17 10:26:00,21-05-2021 21:39,18-05-2021 18:16,fullstack-phase-1,Monday,10.0,17.0,20,5.0,1906.0
6789.0,Working Professionals,Fellowship Program,Closed,2021-05-17 12:07:00,17-05-2021 19:32,17-05-2021 12:44,system-issues,Monday,12.0,17.0,20,5.0,1905.0
6763.0,Working Professionals,Fullstack Program,Duplicate,2021-05-17 03:27:00,17-05-2021 21:21,,fullstack-phase-1,Monday,3.0,17.0,20,5.0,1906.0
6777.0,Working Professionals,Fellowship Program,Duplicate,2021-05-17 10:32:00,18-05-2021 21:52,18-05-2021 18:19,system-issues,Monday,10.0,17.0,20,5.0,1906.0
6830.0,Student,Fullstack Program,Closed,2021-05-18 18:17:00,18-05-2021 19:04,18-05-2021 19:11,fullstack-phase-2,Tuesday,18.0,18.0,20,5.0,1904.0
6831.0,Working Professionals,Fullstack Program,Closed,2021-05-18 18:17:00,20-05-2021 21:34,18-05-2021 18:20,fullstack-phase-1,Tuesday,18.0,18.0,20,5.0,1904.0
6832.0,Working Professionals,Fellowship Program,Closed,2021-05-18 18:17:00,20-05-2021 14:47,18-05-2021 19:25,fellowship-phase-1,Tuesday,18.0,18.0,20,5.0,1904.0
6833.0,Working Professionals,Fullstack Program,Closed,2021-05-18 18:17:00,19-05-2021 21:06,18-05-2021 18:20,fullstack-phase-2,Tuesday,18.0,18.0,20,5.0,1904.0
6841.0,Working Professionals,Backend Program,Closed,2021-05-18 18:18:00,18-05-2021 18:47,18-05-2021 18:18,system-issues,Tuesday,18.0,18.0,20,5.0,1904.0
6843.0,Working Professionals,Fullstack Program,Duplicate,2021-05-18 18:19:00,18-05-2021 18:51,,system-issues,Tuesday,18.0,18.0,20,5.0,1904.0
6828.0,Student,Backend Program,Closed,2021-05-18 18:17:00,18-05-2021 18:54,18-05-2021 18:19,trial phase,Tuesday,18.0,18.0,20,5.0,1904.0
6838.0,Working Professionals,Fullstack Program,Closed,2021-05-18 18:18:00,18-05-2021 18:22,18-05-2021 19:11,fullstack-phase-2,Tuesday,18.0,18.0,20,5.0,1904.0
6864.0,Working Professionals,Backend Program,Closed,2021-05-18 19:12:00,18-05-2021 23:33,18-05-2021 19:14,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6829.0,Student,Backend Program,Closed,2021-05-18 18:17:00,18-05-2021 18:28,18-05-2021 18:17,trial phase,Tuesday,18.0,18.0,20,5.0,1904.0
6850.0,Student,Fellowship Program,Closed,2021-05-18 18:20:00,18-05-2021 22:25,18-05-2021 20:14,fellowship-phase-1,Tuesday,18.0,18.0,20,5.0,1904.0
6853.0,Working Professionals,Fullstack Program,Closed,2021-05-18 18:20:00,18-05-2021 18:28,18-05-2021 19:25,trial phase,Tuesday,18.0,18.0,20,5.0,1904.0
6859.0,Working Professionals,Backend Program,Closed,2021-05-18 19:11:00,20-05-2021 19:59,18-05-2021 19:11,backend-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6826.0,Working Professionals,Backend Program,Closed,2021-05-18 18:16:00,18-05-2021 18:54,18-05-2021 18:16,backend-phase-3,Tuesday,18.0,18.0,20,5.0,1904.0
6827.0,Working Professionals,Fullstack Program,Deleted,2021-05-18 18:17:00,18-05-2021 18:17,,fullstack-phase-1,Tuesday,18.0,18.0,20,5.0,1904.0
6834.0,Working Professionals,Fullstack Program,Duplicate,2021-05-18 18:17:00,18-05-2021 18:57,,fullstack-phase-2,Tuesday,18.0,18.0,20,5.0,1904.0
6837.0,Student,Fellowship Program,Closed,2021-05-18 18:18:00,19-05-2021 12:28,18-05-2021 18:19,fellowship-phase-1,Tuesday,18.0,18.0,20,5.0,1904.0
6848.0,Working Professionals,Backend Program,Closed,2021-05-18 18:19:00,20-05-2021 21:37,18-05-2021 20:22,fellowship-phase-1,Tuesday,18.0,18.0,20,5.0,1904.0
6825.0,Working Professionals,Fullstack Program,Closed,2021-05-18 18:16:00,18-05-2021 18:54,18-05-2021 19:25,fullstack-phase-3,Tuesday,18.0,18.0,20,5.0,1904.0
6836.0,Working Professionals,Fullstack Program,Resolved,2021-05-18 18:18:00,18-05-2021 22:09,18-05-2021 19:25,fullstack-phase-4,Tuesday,18.0,18.0,20,5.0,1904.0
6842.0,Working Professionals,Fullstack Program,Closed,2021-05-18 18:19:00,18-05-2021 18:51,18-05-2021 18:19,system-issues,Tuesday,18.0,18.0,20,5.0,1904.0
6847.0,Working Professionals,Backend Program,Closed,2021-05-18 18:19:00,18-05-2021 20:26,18-05-2021 18:20,backend-phase2,Tuesday,18.0,18.0,20,5.0,1904.0
6855.0,Working Professionals,Fullstack Program,Closed,2021-05-18 18:21:00,18-05-2021 23:32,18-05-2021 19:25,fullstack-phase-1,Tuesday,18.0,18.0,20,5.0,1904.0
6824.0,Student,Fullstack Program,Duplicate,2021-05-18 18:16:00,19-05-2021 21:54,,fullstack-phase-2,Tuesday,18.0,18.0,20,5.0,1904.0
6835.0,Student,Backend Program,Closed,2021-05-18 18:17:00,18-05-2021 18:57,18-05-2021 18:20,backend-phase1,Tuesday,18.0,18.0,20,5.0,1904.0
6839.0,Working Professionals,Fellowship Program,Closed,2021-05-18 18:18:00,18-05-2021 18:47,18-05-2021 18:18,system-issues,Tuesday,18.0,18.0,20,5.0,1904.0
6840.0,Working Professionals,Backend Program,Closed,2021-05-18 18:18:00,18-05-2021 18:47,18-05-2021 18:18,system-issues,Tuesday,18.0,18.0,20,5.0,1904.0
6844.0,Working Professionals,Fullstack Program,Duplicate,2021-05-18 18:19:00,18-05-2021 18:51,,system-issues,Tuesday,18.0,18.0,20,5.0,1904.0
6846.0,Working Professionals,Fullstack Program,Closed,2021-05-18 18:19:00,18-05-2021 18:58,18-05-2021 18:19,trial phase,Tuesday,18.0,18.0,20,5.0,1904.0
6879.0,Working Professionals,Backend Program,Closed,2021-05-18 19:13:00,18-05-2021 22:43,18-05-2021 19:14,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6894.0,Working Professionals,Backend Program,Closed,2021-05-18 19:14:00,21-05-2021 13:52,18-05-2021 19:14,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6845.0,Working Professionals,Backend Program,Closed,2021-05-18 18:19:00,18-05-2021 18:58,18-05-2021 18:20,backend-phase2,Tuesday,18.0,18.0,20,5.0,1904.0
6849.0,Student,Fullstack Program,Deleted,2021-05-18 18:19:00,18-05-2021 18:20,,fullstack-phase-1,Tuesday,18.0,18.0,20,5.0,1904.0
6857.0,Working Professionals,Fullstack Program,Duplicate,2021-05-18 19:11:00,18-05-2021 23:32,,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6858.0,Working Professionals,Backend Program,Duplicate,2021-05-18 19:11:00,18-05-2021 20:25,,backend-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6860.0,Student,Fullstack Program,Closed,2021-05-18 19:11:00,18-05-2021 23:33,18-05-2021 23:33,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6868.0,Student,Fullstack Program,Closed,2021-05-18 19:12:00,19-05-2021 11:04,19-05-2021 01:39,fullstack-phase-4,Tuesday,19.0,18.0,20,5.0,1904.0
6851.0,Student,Fullstack Program,Closed,2021-05-18 18:20:00,18-05-2021 20:33,18-05-2021 19:12,fullstack-phase-2,Tuesday,18.0,18.0,20,5.0,1904.0
6852.0,Working Professionals,Backend Program,Resolved,2021-05-18 18:20:00,18-05-2021 22:09,18-05-2021 18:21,system-issues,Tuesday,18.0,18.0,20,5.0,1904.0
6873.0,Student,Fullstack Program,Closed,2021-05-18 19:12:00,18-05-2021 23:35,18-05-2021 23:35,fullstack-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6888.0,Student,Backend Program,Closed,2021-05-18 19:13:00,20-05-2021 11:27,18-05-2021 19:13,backend-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6900.0,Student,Fullstack Program,Closed,2021-05-18 19:15:00,19-05-2021 11:10,19-05-2021 05:30,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6901.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:15:00,18-05-2021 20:44,18-05-2021 20:43,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6854.0,Working Professionals,Fullstack Program,Closed,2021-05-18 18:21:00,18-05-2021 19:00,18-05-2021 19:11,fullstack-phase-1,Tuesday,18.0,18.0,20,5.0,1904.0
6865.0,Student,Fellowship Program,Duplicate,2021-05-18 19:12:00,18-05-2021 22:48,,fellowship-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6867.0,Working Professionals,Backend Program,Duplicate,2021-05-18 19:12:00,18-05-2021 23:33,,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6863.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:11:00,19-05-2021 11:03,19-05-2021 11:03,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6884.0,Working Professionals,Backend Program,Resolved,2021-05-18 19:13:00,18-05-2021 22:05,18-05-2021 19:14,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6906.0,Student,Backend Program,Closed,2021-05-18 19:16:00,18-05-2021 23:39,18-05-2021 19:24,backend-phase1,Tuesday,19.0,18.0,20,5.0,1904.0
6907.0,Student,Backend Program,Closed,2021-05-18 19:23:00,18-05-2021 23:39,,backend-phase1,Tuesday,19.0,18.0,20,5.0,1904.0
6861.0,Student,Fullstack Program,Resolved,2021-05-18 19:11:00,18-05-2021 22:08,18-05-2021 19:13,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6862.0,Working Professionals,Backend Program,Closed,2021-05-18 19:11:00,18-05-2021 20:56,18-05-2021 19:12,backend-phase2,Tuesday,19.0,18.0,20,5.0,1904.0
6866.0,Student,Fellowship Program,Duplicate,2021-05-18 19:12:00,18-05-2021 22:48,,fellowship-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6876.0,Working Professionals,Backend Program,Closed,2021-05-18 19:12:00,20-05-2021 11:27,18-05-2021 19:13,backend-phase2,Tuesday,19.0,18.0,20,5.0,1904.0
6883.0,Student,Fullstack Program,Deleted,2021-05-18 19:13:00,18-05-2021 19:24,,fullstack-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6886.0,Working Professionals,Backend Program,Duplicate,2021-05-18 19:13:00,18-05-2021 22:46,18-05-2021 19:40,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6889.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:14:00,20-05-2021 15:13,18-05-2021 19:24,fullstack-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6877.0,Student,Fullstack Program,Closed,2021-05-18 19:13:00,19-05-2021 11:05,18-05-2021 19:24,fullstack-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6887.0,Working Professionals,Backend Program,Duplicate,2021-05-18 19:13:00,18-05-2021 22:46,,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6893.0,Working Professionals,Backend Program,Resolved,2021-05-18 19:14:00,18-05-2021 22:28,18-05-2021 19:14,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6895.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:14:00,18-05-2021 23:37,18-05-2021 19:14,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6896.0,Student,Fellowship Program,Closed,2021-05-18 19:14:00,19-05-2021 12:27,19-05-2021 12:28,fellowship-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6869.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:12:00,19-05-2021 11:04,18-05-2021 23:34,fullstack-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6870.0,Student,Fullstack Program,Duplicate,2021-05-18 19:12:00,19-05-2021 11:04,,fullstack-phase-4,Tuesday,19.0,18.0,20,5.0,1904.0
6871.0,Working Professionals,Backend Program,Closed,2021-05-18 19:12:00,19-05-2021 11:04,18-05-2021 19:13,backend-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6872.0,Working Professionals,Backend Program,Duplicate,2021-05-18 19:12:00,18-05-2021 20:28,,backend-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6874.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:12:00,18-05-2021 20:36,18-05-2021 20:36,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6880.0,Working Professionals,Backend Program,Duplicate,2021-05-18 19:13:00,18-05-2021 22:43,,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6885.0,Working Professionals,Backend Program,Closed,2021-05-18 19:13:00,18-05-2021 22:46,18-05-2021 19:14,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6875.0,Working Professionals,Fellowship Program,Closed,2021-05-18 19:12:00,18-05-2021 23:35,18-05-2021 19:14,fellowship-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6878.0,Student,Fullstack Program,Closed,2021-05-18 19:13:00,18-05-2021 23:36,18-05-2021 19:24,fullstack-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6881.0,Working Professionals,Backend Program,Duplicate,2021-05-18 19:13:00,18-05-2021 22:43,,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6910.0,Working Professionals,Backend Program,Closed,2021-05-18 19:23:00,19-05-2021 21:52,19-05-2021 21:08,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6913.0,Student,Fullstack Program,Closed,2021-05-18 19:23:00,19-05-2021 11:12,18-05-2021 20:56,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6916.0,Working Professionals,Backend Program,Closed,2021-05-18 19:24:00,18-05-2021 23:42,18-05-2021 19:25,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6891.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:14:00,19-05-2021 17:13,18-05-2021 23:37,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6914.0,Student,Fullstack Program,Closed,2021-05-18 19:24:00,20-05-2021 11:31,18-05-2021 19:24,fullstack-phase-3,Tuesday,19.0,18.0,20,5.0,1904.0
6890.0,Working Professionals,Fullstack Program,Resolved,2021-05-18 19:14:00,18-05-2021 22:31,18-05-2021 21:20,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6892.0,Working Professionals,Fullstack Program,Duplicate,2021-05-18 19:14:00,18-05-2021 20:41,,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6897.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:15:00,18-05-2021 23:37,18-05-2021 20:41,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6903.0,Student,Fullstack Program,Closed,2021-05-18 19:15:00,18-05-2021 21:04,18-05-2021 19:24,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6904.0,Student,Fullstack Program,Closed,2021-05-18 19:16:00,21-05-2021 20:19,19-05-2021 19:11,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6924.0,Working Professionals,Backend Program,Closed,2021-05-18 19:25:00,19-05-2021 11:13,19-05-2021 11:13,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6899.0,Student,Backend Program,Closed,2021-05-18 19:15:00,19-05-2021 11:10,18-05-2021 19:15,backend-phase2,Tuesday,19.0,18.0,20,5.0,1904.0
6912.0,Working Professionals,Backend Program,Closed,2021-05-18 19:23:00,20-05-2021 11:31,18-05-2021 19:24,backend-phase1,Tuesday,19.0,18.0,20,5.0,1904.0
6921.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:25:00,18-05-2021 23:42,18-05-2021 20:47,system-issues,Tuesday,19.0,18.0,20,5.0,1904.0
6923.0,Student,Fullstack Program,Closed,2021-05-18 19:25:00,20-05-2021 11:31,19-05-2021 01:26,fullstack-phase-4,Tuesday,19.0,18.0,20,5.0,1904.0
6936.0,Working Professionals,Backend Program,Closed,2021-05-18 21:11:00,19-05-2021 11:15,18-05-2021 21:24,backend-phase1,Tuesday,21.0,18.0,20,5.0,1904.0
6898.0,Student,Fullstack Program,Closed,2021-05-18 19:15:00,20-05-2021 23:33,18-05-2021 19:24,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6905.0,Student,Fullstack Program,Closed,2021-05-18 19:16:00,20-05-2021 15:16,19-05-2021 17:16,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6918.0,Student,Fullstack Program,Closed,2021-05-18 19:24:00,19-05-2021 10:12,18-05-2021 19:25,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6920.0,Working Professionals,Backend Program,Closed,2021-05-18 19:25:00,18-05-2021 20:34,18-05-2021 19:25,backend-phase1,Tuesday,19.0,18.0,20,5.0,1904.0
6930.0,Student,Fullstack Program,Closed,2021-05-18 19:51:00,19-05-2021 11:14,18-05-2021 20:46,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6902.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:15:00,20-05-2021 11:28,19-05-2021 22:05,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6919.0,Student,Fullstack Program,Resolved,2021-05-18 19:24:00,18-05-2021 21:58,18-05-2021 21:16,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6922.0,Student,Fullstack Program,Duplicate,2021-05-18 19:25:00,19-05-2021 22:03,,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6925.0,Student,Fullstack Program,Closed,2021-05-18 19:25:00,18-05-2021 20:33,18-05-2021 20:33,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6926.0,Student,Fullstack Program,Duplicate,2021-05-18 19:25:00,19-05-2021 11:14,,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6908.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:23:00,19-05-2021 22:01,18-05-2021 19:23,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6909.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:23:00,19-05-2021 11:11,18-05-2021 21:23,fullstack-phase-1,Tuesday,19.0,18.0,20,5.0,1904.0
6911.0,Working Professionals,Backend Program,Duplicate,2021-05-18 19:23:00,18-05-2021 20:34,,backend-phase1,Tuesday,19.0,18.0,20,5.0,1904.0
6915.0,Working Professionals,Fullstack Program,Closed,2021-05-18 19:24:00,19-05-2021 11:13,18-05-2021 20:50,fullstack-phase-2,Tuesday,19.0,18.0,20,5.0,1904.0
6947.0,Working Professionals,Backend Program,Resolved,2021-05-18 22:31:00,18-05-2021 23:22,18-05-2021 22:41,system-issues,Tuesday,22.0,18.0,20,5.0,1904.0
6928.0,Working Professionals,Backend Program,Closed,2021-05-18 19:39:00,18-05-2021 20:27,18-05-2021 20:06,trial phase,Tuesday,19.0,18.0,20,5.0,1904.0
6954.0,Working Professionals,Fullstack Program,Fullstack,2021-05-18 22:59:00,18-05-2021 23:16,18-05-2021 23:14,fullstack-phase-1,Tuesday,22.0,18.0,20,5.0,1904.0
6956.0,Student,Fullstack Program,Closed,2021-05-18 23:01:00,20-05-2021 11:32,19-05-2021 22:05,fullstack-phase-1,Tuesday,23.0,18.0,20,5.0,1904.0
6937.0,Student,Backend Program,Closed,2021-05-18 21:19:00,18-05-2021 23:43,18-05-2021 21:25,backend-phase2,Tuesday,21.0,18.0,20,5.0,1904.0
6941.0,Working Professionals,Fullstack Program,Closed,2021-05-18 22:10:00,19-05-2021 11:15,19-05-2021 11:15,fullstack-phase-2,Tuesday,22.0,18.0,20,5.0,1904.0
6968.0,Student,Fullstack Program,Closed,2021-05-19 01:42:00,19-05-2021 21:04,19-05-2021 18:18,fullstack-phase-2,Wednesday,1.0,19.0,20,5.0,1904.0
6932.0,Working Professionals,Fullstack Program,Closed,2021-05-18 20:37:00,19-05-2021 11:14,18-05-2021 20:38,fullstack-phase-1,Tuesday,20.0,18.0,20,5.0,1904.0
6933.0,Student,Fellowship Program,Closed,2021-05-18 20:53:00,18-05-2021 23:43,18-05-2021 20:56,system-issues,Tuesday,20.0,18.0,20,5.0,1904.0
6945.0,Working Professionals,Fellowship Program,Closed,2021-05-18 22:22:00,20-05-2021 11:32,19-05-2021 19:07,fullstack-phase-1,Tuesday,22.0,18.0,20,5.0,1904.0
6971.0,Working Professionals,Backend Program,Closed,2021-05-19 02:40:00,19-05-2021 17:24,19-05-2021 08:09,backend-phase2,Wednesday,2.0,19.0,20,5.0,1904.0
6939.0,Working Professionals,Backend Program,Closed,2021-05-18 21:44:00,18-05-2021 23:43,18-05-2021 21:52,backend-phase2,Tuesday,21.0,18.0,20,5.0,1904.0
6942.0,Working Professionals,Backend Program,Deleted,2021-05-18 22:15:00,18-05-2021 22:16,,backend-phase1,Tuesday,22.0,18.0,20,5.0,1904.0
6943.0,Working Professionals,Backend Program,Closed,2021-05-18 22:17:00,19-05-2021 11:15,18-05-2021 22:25,backend-phase1,Tuesday,22.0,18.0,20,5.0,1904.0
6946.0,Working Professionals,Backend Program,Duplicate,2021-05-18 22:31:00,18-05-2021 23:22,,system-issues,Tuesday,22.0,18.0,20,5.0,1904.0
6948.0,Working Professionals,Backend Program,Closed,2021-05-18 22:35:00,18-05-2021 23:23,18-05-2021 23:23,system-issues,Tuesday,22.0,18.0,20,5.0,1904.0
6949.0,Working Professionals,Backend Program,Duplicate,2021-05-18 22:35:00,18-05-2021 23:23,,system-issues,Tuesday,22.0,18.0,20,5.0,1904.0
6951.0,Working Professionals,Fullstack Program,Closed,2021-05-18 22:43:00,18-05-2021 23:17,18-05-2021 23:09,fullstack-phase-1,Tuesday,22.0,18.0,20,5.0,1904.0
6962.0,Working Professionals,Fullstack Program,Closed,2021-05-18 23:43:00,20-05-2021 21:34,19-05-2021 21:26,fullstack-phase-2,Tuesday,23.0,18.0,20,5.0,1904.0
6963.0,Working Professionals,Fullstack Program,Closed,2021-05-18 23:49:00,19-05-2021 11:16,19-05-2021 08:47,fullstack-phase-1,Tuesday,23.0,18.0,20,5.0,1904.0
6966.0,Working Professionals,Fullstack Program,Closed,2021-05-19 00:34:00,19-05-2021 23:04,19-05-2021 10:03,fullstack-phase-1,Wednesday,0.0,19.0,20,5.0,1904.0
6950.0,Student,Fullstack Program,Closed,2021-05-18 22:38:00,20-05-2021 21:34,18-05-2021 23:25,fullstack-phase-2,Tuesday,22.0,18.0,20,5.0,1904.0
6957.0,Student,Fellowship Program,Deleted,2021-05-18 23:04:00,19-05-2021 11:16,,fellowship-phase-1,Tuesday,23.0,18.0,20,5.0,1904.0
6958.0,Student,Fellowship Program,Deleted,2021-05-18 23:05:00,19-05-2021 11:16,,fellowship-phase-1,Tuesday,23.0,18.0,20,5.0,1904.0
6965.0,Working Professionals,Backend Program,Closed,2021-05-19 00:25:00,19-05-2021 23:03,19-05-2021 08:43,backend-phase2,Wednesday,0.0,19.0,20,5.0,1904.0
6977.0,Working Professionals,Backend Program,Closed,2021-05-19 10:19:00,19-05-2021 17:25,19-05-2021 11:22,system-issues,Wednesday,10.0,19.0,20,5.0,1904.0
6980.0,Working Professionals,Backend Program,Closed,2021-05-19 11:23:00,19-05-2021 17:26,19-05-2021 11:46,system-issues,Wednesday,11.0,19.0,20,5.0,1903.0
6999.0,Student,Fullstack Program,Deleted,2021-05-19 12:36:00,19-05-2021 13:33,,fullstack-phase-2,Wednesday,12.0,19.0,20,5.0,1903.0
7003.0,Working Professionals,Fellowship Program,Duplicate,2021-05-19 13:07:00,19-05-2021 17:28,19-05-2021 14:16,fellowship-phase-1,Wednesday,13.0,19.0,20,5.0,1903.0
7013.0,Working Professionals,Fellowship Program,Duplicate,2021-05-19 14:34:00,19-05-2021 17:29,19-05-2021 14:52,system-issues,Wednesday,14.0,19.0,20,5.0,1903.0
7017.0,Working Professionals,Backend Program,Duplicate,2021-05-19 15:50:00,19-05-2021 22:14,,fullstack-phase-2,Wednesday,15.0,19.0,20,5.0,1903.0
6972.0,Working Professionals,Backend Program,Closed,2021-05-19 08:47:00,19-05-2021 17:24,19-05-2021 11:20,system-issues,Wednesday,8.0,19.0,20,5.0,1904.0
6973.0,Working Professionals,Fullstack Program,Closed,2021-05-19 09:50:00,19-05-2021 11:19,19-05-2021 11:19,fullstack-phase-3,Wednesday,9.0,19.0,20,5.0,1904.0
6975.0,Working Professionals,Fullstack Program,Closed,2021-05-19 09:59:00,19-05-2021 11:19,19-05-2021 10:21,trial phase,Wednesday,9.0,19.0,20,5.0,1904.0
6979.0,Working Professionals,Fullstack Program,Closed,2021-05-19 10:31:00,19-05-2021 17:25,19-05-2021 17:26,fullstack-phase-2,Wednesday,10.0,19.0,20,5.0,1904.0
6986.0,Working Professionals,Fullstack Program,Duplicate,2021-05-19 11:48:00,19-05-2021 22:09,,fullstack-phase-1,Wednesday,11.0,19.0,20,5.0,1903.0
6988.0,Working Professionals,Fullstack Program,Duplicate,2021-05-19 11:54:00,19-05-2021 22:09,,fullstack-phase-1,Wednesday,11.0,19.0,20,5.0,1903.0
6976.0,Working Professionals,Fellowship Program,Closed,2021-05-19 10:18:00,19-05-2021 23:04,19-05-2021 12:10,fellowship-phase-1,Wednesday,10.0,19.0,20,5.0,1904.0
6984.0,Working Professionals,Fullstack Program,Duplicate,2021-05-19 11:48:00,19-05-2021 22:07,,fullstack-phase-1,Wednesday,11.0,19.0,20,5.0,1903.0
6994.0,Working Professionals,Backend Program,Deleted,2021-05-19 12:17:00,19-05-2021 12:17,,fullstack-phase-1,Wednesday,12.0,19.0,20,5.0,1903.0
7004.0,Student,Fullstack Program,Closed,2021-05-19 13:11:00,19-05-2021 23:05,19-05-2021 14:04,system-issues,Wednesday,13.0,19.0,20,5.0,1903.0
7006.0,Working Professionals,Backend Program,Closed,2021-05-19 13:30:00,19-05-2021 22:12,19-05-2021 14:18,backend-phase-3,Wednesday,13.0,19.0,20,5.0,1903.0
7041.0,Student,Fullstack Program,Deleted,2021-05-19 18:52:00,19-05-2021 20:52,,fullstack-phase-2,Wednesday,18.0,19.0,20,5.0,1903.0
6974.0,Working Professionals,Fullstack Program,Closed,2021-05-19 09:54:00,19-05-2021 22:33,19-05-2021 10:02,fullstack-phase-1,Wednesday,9.0,19.0,20,5.0,1904.0
6985.0,Student,Fullstack Program,Closed,2021-05-19 11:48:00,20-05-2021 11:33,19-05-2021 22:08,fullstack-phase-1,Wednesday,11.0,19.0,20,5.0,1903.0
6987.0,Working Professionals,Fullstack Program,Closed,2021-05-19 11:49:00,20-05-2021 21:33,19-05-2021 18:55,fullstack-phase-1,Wednesday,11.0,19.0,20,5.0,1903.0
6989.0,Working Professionals,Fullstack Program,Duplicate,2021-05-19 11:55:00,19-05-2021 22:10,,fullstack-phase-1,Wednesday,11.0,19.0,20,5.0,1903.0
